ID,Job Title,Salary,Experience,Company,Details,Address,Employees,Date,Link
Job ID: 432281,Accounting Associate (Permanent WFH) (AU Client)(Accounting Graduates),"PHP 25,000 - 30,000 per month",2 to 4 Years,Big Leap Outsourcing Services,"Prepare special purpose financial statements.
Process bookkeeping in various accounting software packages.
Draft correspondence for key managerial staff within our client base
Prepare tax effect accounting calculations and tax disclosures for audit purposes.
Read, understand, and follow audit planning memo and audit program.
Be involved in the planning phase of audits (appropriate to level) and developing audit plans as required.
Undertake field work for financial and compliance audits including interim and final testing.
Prepare work papers in accordance with Audit Methodology, preparation of clear and concise reports.
Assist with non-audit engagements, including administrative tasks around documents.
Apply computer simulations and computer assisted techniques in performing audit engagements.
Draft technical memos for manager and partner review.
Minimum of 1-2 years of experience as Junior Accountant.
Experience as Auditor is highly preferred but not required.
Proficient with accounting software such as Xero, MYOB, Caseware and the likes.
Thorough working knowledge of accounting standards, as well as a detailed understanding of the audit process and audit risk assessment.
Exemplary business services accounting skills with exposure to tax & advisory services
Able to draft technical letters and reports.
Excellent time management and prioritization skills
Strong desire to learn and grow skills.
Above average English communication skills
Previous work experience with Australian client/firms is an advantage.
Statutory Benefits (PHIC, SSS & PAG-IBIG)
Prepaid HMO
Service Incentive Leave
Internet Allowance
Equipment will be provided","Mabolo, Cebu City, Cebu",2-10 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432281/cebu/accounting-associate-permanent-wfh-au-clientaccounting-graduates?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432684,Accounting Staff,N/A,No Experience,Almich Marketing,"Must be a BS Accountancy graduate
Preferably with at least 1 year experience
Knows how to handle construction billing projects
Good problem-solving and time-management skills","Unit 11, 2nd Flr., HDC Bldg., 352 V. Rama Ave., Guadalupe, Cebu City, Cebu",11-50 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432684/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432578,Accountant / Accounting Staff,N/A,5+ Years,"Ram Tyres, Inc","Primary responsibility is to prepare financial statements and supporting schedules according to monthly close schedule.
Facilitate and complete monthly close procedures.
Analyze revenue, commissions and expenses to ensure they are recorded appropriately on a monthly basis.
Prepare monthly account reconciliations.
Assist with analyzing financial statements on a monthly basis and report on variances.
Assist with financial tax audits.
Assist with preparing tax returns and corporate reporting requirements.
Assist in documentation and monitoring of internal controls.
Other projects as assigned.
Bachelors of higher degree in Accounting or Finance.
Strong understanding of accounting theory.
5+ years accounting /finance experience, CPA a plus, but not required.
Highly detail oriented and organized in work.
Ability to meet assigned deadlines.
Excellent communication and interpersonal skills with a customer service focus.
Ability to act and operate independently with minimal daily directions from manager to accomplish objectives.
Proficient in emails and Excel Applications.
Ability to work cooperatively and collaboratively with all levels of employees, management, and external agencies to maximize performance, creativity, problem solving and results.","Mandaue North Central, ML. Quezon St., Cabancalan, Mandaue City, Cebu",11-50 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432578/cebu/accountant---accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432654,Office / Accounting Staff,"PHP 20,000 - 25,000 per month",No Experience,Honest Machinery Inc,"Do some field work like payment,bank transactions and others
Custodian of customers checks, prepare reports and encode in the system
Deposit checks and update bankbook, prepare reports after deposit and encode in the system
Arrange payment of benefits like SSS, Philhealth & PAG-IBIG and BIR payments
Custodian of cash, prepare reports for expenses and encode in the system
Custodian of company’s records
Other jobs assigned by the superior
Must be college graduate
Must be good in English communication
Computer literate
Honest and responsible
Can work without supervision
Can work under pressure
Can do multitasking
Competitive salary package of Php20,000-Php25,000
Willing to be assigned in any branch
Preferably with more than one (1) year experience
Willing to grow together with the company
13TH -14TH month pay
SSS, Philhealth, PAG-IBIG
Holiday with pay according to policy
Birthday surprise
Good Christmas gift
Many other incentives for good staff","Zone 1-321 Ramona Ville, Dumlog, Talisay City, Cebu",11-50 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432654/cebu/office---accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432073,Supply Chain Manager,N/A,Managerial / Supervisory,Mezzo Hotel Cebu,"Bachelor's/College degree in Business Administration, Accountancy, or its equivalent;
At least 5-8 years working experience in related field;
Excellent analytical, planning, negotiation, and interpersonal skills;
Excellent oral and written communication;
Computer literate with proficiency in MS Word, Excel, and PowerPoint;
Articulate in presenting information and addressing business concerns;
Keen to details and with good sense of urgency; and
Strong leadership and result-oriented.","Mezzo Hotel, Mabolo, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432073/cebu/supply-chain-manager?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433765,Urgent Hiring! Senior Bookkeeper | Dayshift | Onsite | Fixed Weekends Off,N/A,2 to 4 Years,Smartsourcing,"Above-industry salary package
Day Shift
Fixed weekends off
HMO coverage for you and your dependent/s after one (1) month
Free lunch every day
Free coffee every day (latte, americano, or cappuccino) made by our in-house barista
Subsidized gym membership at Anytime Fitness
And so much more!
Oversee and manage the day-to-day bookkeeping activities for the organization.
Ensure accurate and timely recording of financial transactions, including accounts payable, accounts receivable, payroll, and general ledger entries.
Review and reconcile bank statements, credit card transactions, and other financial records to maintain accuracy.
Prepare and analyze financial reports, including income statements, balance sheets, and cash flow statements.
Assist in the preparation of budgets and forecasts, and provide financial data to support decision-making processes.
Monitor and track expenses, ensuring compliance with company policies and budgetary constraints.
Handle complex bookkeeping tasks and resolve accounting discrepancies and irregularities.
Coordinate and collaborate with other departments, such as finance, human resources, and purchasing, to ensure proper financial recording and reporting.
Supervise and mentor junior bookkeeping staff, providing guidance and training as needed.
Implement and maintain accounting systems and procedures to improve efficiency and accuracy.
Perform periodic audits to ensure data integrity and adherence to accounting principles.
A bachelor’s degree in Accounting, Finance, or anything similar.
At least 4 years of related work experience is essential.
Experience in Australian bookkeeping is required.
Xero Certification is an absolute MUST!
Rockstar leadership skills!","Mabolo, Cebu City, Cebu",201-500 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/433765/cebu/urgent-hiring-senior-bookkeeper--dayshift--onsite--fixed-weekends-off?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431404,Management Trainee for the Finance Department,N/A,No Experience,Oriental Port and Allied Services Corporation,"Must be a CERTIFIED PUBLIC ACCOUNTANT
Has background in SAP/familiarity with SAP (Accounting Software)
Knowledgeable in MS Office applications (Excel, Word, Powerpoint)","OPASCOR Bldg., Don Bernardo Benedicto 2nd St., Reclamation Area, Tejero, Cebu City, Cebu",501-1000 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/431404/cebu/management-trainee-for-the-finance-department?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 431294,General Ledger & SAP Administrator,N/A,No Experience,Oriental Port and Allied Services Corporation,"Must be a graduate of BS ACCOUNTANCY/MANAGEMENT ACCOUNTING/ACCOUNTING TECHNOLOGY
Must be proficient in SAP (Accounting Software)
Prepares bank reconciliation, time deposit report, lapsing schedule, amortization schedule of prepaid insurance and premium of all insured vehicles
Generates monthly trial balance for Financial Statement preparation
Furnish data on government taxes to the Vice Pres. of Finance
Journalize various bank transactions, disposal of fixed assets and other adjustments
Submission of computerized data from book of accounts to BIR","OPASCOR Bldg., Don Bernardo Benedicto 2nd St., Reclamation Area, Tejero, Cebu City, Cebu",501-1000 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/431294/cebu/general-ledger--and--sap-administrator?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432544,Accounts Payable / Accounting Staff,N/A,1 Year or Less,WT Construction Inc.,"Preferably Female
Accountancy / Management Accounting graduate
At least 1-2 years experience","11th Floor, Pag-IBIG Fund / WT Corporate Tower, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432544/cebu/accounts-payable---accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432545,Bookkeeper,N/A,2 to 4 Years,WT Construction Inc.,"Graduate of BS Accountancy/Management Accounting
Competent with accounting jobs, analytical
BIR filings thru manual/eFPs facility
At least 2 years or more relevant work experience","11th Floor, Pag-IBIG Fund / WT Corporate Tower, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432545/cebu/bookkeeper?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 417132,Accounting System Analyst,N/A,No Experience,N-PAX Cebu Corporation,"Provide analysis on accounting software in comparison to the ideal accounting data flow and reporting.
Interface with existing and potential clients and understand their needs
Ensuring development needs meets business and functional requirements
Working closely with the software development team translating client needs into software specification
Promote continuous improvement to the financial/accounting software
A graduate of BS Accountancy, Management, Business Administration or related courses
With experience in any accounting system
Excellent communication skills
Fresh graduates are welcome to apply","Engy. Tech Bldg., Hernan Cortes St., Banilad, Mandaue City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/417132/cebu/accounting-system-analyst?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432927,Accounts Payable,"PHP 10,000 - 20,000 per month",2 to 4 Years,Martinez & Sons Realty Corporation,"Processes disbursement request including the preparation of its supporting documents or attachments.
Prepares vouchers and checks.
Ensures checks and CIRs are routed to the authorized signatories.
Coordinates with suppliers, payees, employees in releasing check payments.
Secures proof of payments (OR and SI).
Prepares adjusting entries for stale, returned, voided/cancelled checks.
Prepares journal entries as requested by cashier, compliance, and finance analyst.
Reviews unbilled payables and follow up billing.
Follow up unliquidated cash advances.
Stamps “paid” all proof of payments and CV’s. File CV’s.
Prepare summary of input taxes to be reported.
eFILE VAT returns and eSubSLSP, and ensure paid payment details
Prepares supporting schedules and record month-end closing journal entries.
Encodes approved budget in Quickbooks
Reviews certain balance sheet accounts as may be assigned
Bachelor's degree in accounting, finance, or a related field (preferred)
Minimum of 3 years of experience in accounts payable or a similar role
Strong understanding of generally accepted accounting principles (GAAP)
Proficiency in accounting software and MS Office Suite (especially Excel)
Excellent attention to detail and accuracy
Strong organizational and time management skills
Ability to prioritize and meet deadlines in a fast-paced environment
Effective communication and interpersonal skills
Proactive problem-solving abilities","Room 217, Jose R. Martinez Building, Osmeña Boulevard, Santa Cruz, Cebu City, Cebu",11-50 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432927/cebu/accounts-payable?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432511,Credit and Collection Associate,N/A,1 Year or Less,Johndorf Ventures Corporation,"BS degree in Finance, Accounting, or Business Administration.
Must have at least 1 to 2 years of experience in credit and collection.
Solid understanding of basic accounting principles, fair credit practices, and collection regulations.
Proven ability to calculate, post, and manage accounting figures and financial records
Hands-on experience in operating spreadsheets and accounting software.
Customer service orientation and negotiation skills require a high degree of accuracy and attention to detail.
Follow up with delinquent clients through text, call, or email.
Notify clients of bounced checks.
Answer queries from clients through phone and email.
Prepare a summary of online payments and forward it to accounting for verification and posting.
Update daily collection summary
Prepare computation interest for delinquent clients who wish to settle their accounts.
Assist Rpt Concerns
Prepare for move-in computations.
In charge of the client’s documentary requests like SOA, COP, etc.
Reconciliation of accounts.
Resolve issues and concerns for the clients.
Send links for online payment, e.g., dragonpay, BPI, BDO
Do special project assigned by Creco Supervisor
In Charge of Releasing the Official Receipt (TBA)","14F Ayala Life FGU Center, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432511/cebu/credit-and-collection-associate?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432579,Accounting Associate (AR) - Tax Compliance,N/A,1 Year or Less,Johndorf Ventures Corporation,"Posting of daily collection cycle transactions
Reconciling processed work by verifying entries and comparing system reports to balances
Maintaining historical records
Preparing analyses of accounts and producing monthly reports such as:
Aging Report
Schedule of Sales and collection
Inventory report (available for sale, repossessed units)
Aging Report
Schedule of Sales and collection
Inventory report (available for sale, repossessed units)
Check series of documents issued for completeness
Monitor inventory of unused forms
Preparation of ledger for conversion
Reconciliation of recorded sales vs sales documents (CTS, DOAS, DCS, etc.)
Month-end tasks to close the books
Coordinate with tax compliance associate on VAT filing","14F Ayala Life FGU Center, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432579/cebu/accounting-associate-ar---tax-compliance?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432582,Accounting Associate (AP) - Tax Compliance,N/A,1 Year or Less,Johndorf Ventures Corporation,"Posting of daily payment cycle transactions
Reconciling processed work by verifying entries and comparing system reports to balances
Maintaining historical records
Preparing analyses of accounts and producing monthly reports such as:
Aging Report
Schedule of purchases
Schedule of unreleased checks
Inventory report (materials, supplies)
Schedule of Fixed Asset and Investment property movements (Lapsing Schedule)
Schedule of Construction in Progress
Aging Report
Schedule of purchases
Schedule of unreleased checks
Inventory report (materials, supplies)
Schedule of Fixed Asset and Investment property movements (Lapsing Schedule)
Schedule of Construction in Progress
Check series of documents issued for completeness
Monitor inventory of unused forms
Reconciliation of withholding tax per books vs remittances
Track down unreleased checks for withholding tax reconciliation
Month-end tasks to close the books
Coordinate with tax compliance associate on VAT and tax return filing","14F Ayala Life FGU Center, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432582/cebu/accounting-associate-ap---tax-compliance?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 432585,Accounting Associate (AR) - [HOA] (Cebu-Based),"PHP 15,000 - 23,000 per month",2 to 4 Years,Johndorf Ventures Corporation,"Timely and accurate posting of homeowner dues, charges, and collections to the respective buyer ledgers in the accounting system (SAGE)
Issuance of receipts for payments received
Acts as a reliever on occasions when colleagues are on leave or absent
Ensures that transactions are timely and properly posted to facilitate bank reconciliation for HOA accounts that were not yet conveyed or turned over to the respective HOA BOD’s
Timely and accurate generation of Aging reports
Timely and accurately post transactions to ledger accounts
Reconcile ledgers, as needed, to facilitate review of Aging Reports, Delinquency Reports, etc.
Maintain financial records for each association in a manner that facilitates management reports.
Ensures that there are no duplicate entries in the ledgers and that no reversal or cancellations are done without prior approval of the superior.
Provide support to other departments for proper accounting/posting of details of homeowner transactions and other reportorial requirements for management use.
Communication directly with the homeowner is the responsibility of the Customer Relations Department.
Coordinate/collaborate with the Tax and Statutory Compliance Team for the statutory requirements of the HOAs and water operations.
Other tasks may be delegated or assigned by superiors from time to time.
Graduate of any business-related course; BS in Management Accounting or BS in Accountancy
With 1–3 years of relative experience in real estate accounting/bookkeeping
Knowledge of accounting policies/bookkeeping processes
Intermediate knowledge of MS Office applications (Office, Excel, and Powerpoint)
Knowledge and experience in accounting systems (SAGE and/or SAP)
Knowledge of tax and/or statutory compliances
Professional manner in communicating/collaborating with internal and external customers
Has a sense of urgency and can handle/manage stress very well
Needs minimum supervision.","14F Ayala Life FGU Center, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/432585/cebu/accounting-associate-ar---hoa-cebu-based?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433272,Documentation Associate - Bank Accounts,"PHP 15,000 - 18,000 per month",1 Year or Less,Johndorf Ventures Corporation,"Delivery and Booking of Accounts under Bank Loan
Delivery of In-house financing and spot cash transactions
Issuance and send out of Notice of Cancellation to the client
Issuance of Inter-office Memo
Other departmental task
Bachelor's Degree in business, administration or related field
1-2 years experience in HDMF and Bank Housing Loans processing
Proficient computer skills, including Microsoft Office Suite (Word, PowerPoint, Mail Merge, Page Break, and Excel) and Google Sheets, Good - Comprehension, Accelerated typing skills, Good Customer Service Skills
Time management skills; ability to prioritize, self-directed, team player, highly organized multi-tasker, can work well in a fast-paced environment, Keen to details, Resourceful, Strong listening and Communication skills, Leadership Skills","Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/433272/cebu/documentation-associate---bank-accounts?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433705,Accounting Supervisor,N/A,Managerial / Supervisory,5BDF Corporation,"Oversees Accounting operations, which include financial accounting, accounts payable, and payroll.
Recruits and hires Accounting staff and conducts performance evaluations.
Implements training for new hires and identifies training opportunities for current staff.
Oversees the system of internal controls over Accounting functions to minimize risk.
Handles discipline and termination of employees as needed and in accordance with company policy.
Oversees the preparation of periodic financial statements and the corporate annual report.
Ensures that financial reports comply with generally accepted accounting principles or financial reporting standards.
Assists external auditors and provides required statements and information for the annual audit.
Reviews budget reports and assists other departments to prepare annual budgets.
Coordinates the preparation of the corporate tax return.
Maintains a documented system of accounting policies and procedures.
Complies with local, state, and federal government requirements.
Identifies and recommends updates to accounting processes and procedures.
Performs other related duties as assigned.
Excellent management and supervisory skills.
Excellent written and verbal communication skills.
Excellent organizational and time management skills.
Mastery of accounting and tax preparation software.
Proficient in Microsoft Office Suite or similar software.
Bachelors degree in Accounting or Business Administration required.
Five years or more of related experience required.
CPA is advantage but not required","Unit D 20th Floor, Latitude Corporate Center, Cebu Business Park, Luz, Cebu City, Cebu",51-200 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/433705/cebu/accounting-supervisor?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 429382,Accounting Staff,N/A,No Experience,La Nueva Supermart Inc.,"Graduate of Bachelor's degree in Accounting or Management Accounting
Knowledgeable in Accounting processes and advanced mathematical skills.
Proficient in MS Office
Ability to perform a variety of tasks involving all accounting-related tasks
Willing to be assigned in M.C Briones St. Cebu City (near Magellan’s Cross)
Fresh graduates are welcome to apply","M.C Briones St., San Roque, Cebu City, Cebu",201-500 employees,"Posted On: August 1, 2023",https://www.mynimo.com/jobs/view/429382/cebu/accounting-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433741,Compliance Staff,N/A,2 to 4 Years,"All Food Asia, Inc. (ALFA)","Application of New and Renewal of Business Permit
Process Filing and Payment of BIR Returns
SEC Filing
Application and Renewal of Accreditation from Government Regulatory Agencies
Vehicle-Related Compliances
Monitoring and filing of contracts.
Prepares Secretary Certificate for change in Signatories.
Preparation of other legal documents necessary for the operation of the company
Account Reconciliation:
Tax Payments
Creditable Withholding Taxes
Expanded Withholding Taxes
Posting of Monthly sales to BIR books of accounts
Monitoring and Initiating Payment Request for Real Property Taxes
Process Issuance of NPE Invoice of all ALFA Purchases
Fill up Annual Philippine Statistics Survey
Graduate of B.S Accountancy, Management Accounting or Accounting-related course
At least 1 year experience in Compliance
Amenable to work in MAGUIKAY, MANDAUE - AREA
Can Start ASAP","Sudlon, Maguikay, Mandaue City, Cebu",51-200 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433741/cebu/compliance-staff?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433740,Executive Assistant - Accounting and Admin Support,"PHP 13,000 - 16,000 per month",1 Year or Less,The Big Picture Ph,"Provide administrative support to executives
Manage schedules, appointments, and deadlines
Create and maintain Excel and Google Smart spreadsheets / CRM like Clickup
Facilitate internal communication (e.g., distribute information and schedule presentations)
Suggest more efficient ways to run the office and troubleshoot malfunctions
Bachelor's degree in Accounting or a related field is preferred
Strong numeric skills and proficiency in Excel and Google Smart
Ability to work under pressure and prioritize tasks
Excellent time management skills and the ability to multitask
Process-oriented and detail-oriented
High level of initiative and a proactive approach to problem-solving
Excellent organizational skills with an ability to think proactively and prioritize work
Fresh graduates are encouraged to apply
High level of integrity and honesty; termination may result if these values are compromised
A willingness to learn and adapt
Possess strong integrity and honesty
Ability to work under pressure
Detail-oriented
Exceptional problem-solving skills
The whole Figure 1 Graph (where it shows the percentages)
And the part where your Disc Personality TYPE (the whole paragraph)","Calajo-an, Minglanilla, Cebu",11-50 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433740/cebu/executive-assistant---accounting-and-admin-support?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433281,Accounts Payable,N/A,2 to 4 Years,"All Food Asia, Inc. (ALFA)","Payment Application
Application of Credit Memo
Application of EWT (2307)
Make deposits
Performs pre-audit of collection receipts (CR) and daily collection report (DCR) to ensure that the total amount collected is equal to the amount remitted.
Records timely all customer payments collected and remitted by AMs, SAS and delivery collectors to customers’ account.
Update bank statements, identify deposits via bank references · (For bank with no references) ask details of customer from AM through phone call, text or email, Record all online customer deposits to their account and Issue collection receipt.
Verify 2307 hard copy details --- payee and payor info; signed by payor authorized representative ·
Run open invoices and reconcile invoices to apply and Apply EWT to identified open invoices Forward 2307 hard copies to Compliance Officer for custodianship.
Verify if actual collections per DCR had been deposited per bank statement ·
Review remittance partners’ (i.e., MLhuillier) report on collections and Transfer undeposited funds per NS to respective bank accounts in NS ·
Ensure that the bank selected is the correct company bank account · Monitor bank credits and debits in NS vs. online bank statements.
Prepares incident reports for non-compliance of SOPs regarding remittances.
Bachelor's Degree/ College graduate of any business or accounting-related course.
A hard worker with the right attitude trumps educational attainment.
Minimum of 1 year of work-related experience.
With general accounting experience
Knowledgeable in AP (Accounts Payable) and AR (Accounts Receivable)
Experience in using SAP (System Application and Product in Data Processing)
Amenable to work in MANDAUE AREA","Sudlon, Maguikay, Mandaue City, Cebu",51-200 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433281/cebu/accounts-payable?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433280,Accounts Receivables,N/A,2 to 4 Years,"All Food Asia, Inc. (ALFA)","Payment Application
Application of Credit Memo
Application of EWT (2307)
Make deposits
Performs pre-audit of collection receipts (CR) and daily collection report (DCR) to ensure that the total amount collected is equal to the amount remitted.
Records timely all customer payments collected and remitted by AMs, SAS and delivery collectors to customers’ account.
Update bank statements, identify deposits via bank references · (For bank with no references) ask details of customer from AM through phone call, text or email, Record all online customer deposits to their account and Issue collection receipt.
Verify 2307 hard copy details --- payee and payor info; signed by payor authorized representative ·
Run open invoices and reconcile invoices to apply and Apply EWT to identified open invoices Forward 2307 hard copies to Compliance Officer for custodianship.
Verify if actual collections per DCR had been deposited per bank statement ·
Review remittance partners’ (i.e., MLhuillier) report on collections and Transfer undeposited funds per NS to respective bank accounts in NS ·
Ensure that the bank selected is the correct company bank account · Monitor bank credits and debits in NS vs. online bank statements.
Prepares incident reports for non-compliance of SOPs regarding remittances.
Bachelor's Degree/ College graduate of any business or accounting-related course.
A hard worker with the right attitude trumps educational attainment.
Minimum of 1 year work-related experience.
With general accounting experience
Knowledgeable in AP (Accounts Payable) and AR (Accounts Receivable)
Experience in using SAP (System Application and Product in Data Processing)
Amenable to work in MANDAUE AREA","Sudlon, Maguikay, Mandaue City, Cebu",51-200 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433280/cebu/accounts-receivables?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433738,HR / Finance Executive,N/A,2 to 4 Years,Antasis Inc.,"Manage and oversee the organization's HR functions, including recruitment, onboarding, employee relations, performance management, and employee development.
Ensure compliance with labor laws, regulations, and company policies.
Handle payroll processing, benefits administration, and maintain accurate employee records.
Assist in budgeting, financial planning, and forecasting activities.
Prepare financial reports, analyze financial data, and provide recommendations for improvement.
Collaborate with the finance team to ensure accurate and timely financial transactions.
Assist in the preparation of financial statements, tax filings, and audits.
Support the finance team in various financial analysis and reporting tasks.
Maintain confidentiality of sensitive HR and financial information.
Bachelor's degree in Human Resources, Finance, or a related field.
Proven experience in HR and finance roles, preferably in a similar industry.
Strong knowledge of HR practices, labor laws, and financial principles.
Excellent analytical and problem-solving skills.
Exceptional attention to detail and accuracy.
Strong communication and interpersonal skills.
Ability to prioritize tasks and meet deadlines.
High level of integrity and professionalism.","14 Juana Osmeña St, Kamputhaw, Cebu City, Cebu",51-200 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433738/cebu/hr---finance-executive?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433713,Accounting Assistant,N/A,1 Year or Less,"Virginia Food, Inc.","Will possibly handle any of the following General accounting, Fixed asset, Payroll, Inventory and Cost accounting.
Candidate must possess at least a Bachelor's Degree in Management Accounting /Accountancy or equivalent.
At least 1 year(s) of working experience in general accounting or in the related field is required for this position
Can work with less supervision;
With good interpersonal skills;
Excellent in oral and written communication;
With good scholastic record;
Fresh Graduates are welcome to apply!
Full-Time position(s) available","Virginia Food, Inc. Processing Plant, Cogon, Compostela, Cebu",501-1000 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433713/cebu/accounting-assistant?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433715,Warehouse Supervisor,N/A,Managerial / Supervisory,"Virginia Food, Inc.","Managing the entire warehousing of Finished Goods (FG) and ensuring that inventories are well managed, availability properly maintained, and all the main functions assigned are adequately carried out at all times;
Creates strategies in process improvements and develops/reviews KPI
Candidate should be a graduate of Industrial Engineering, Business Administration, or any Accounting related courses.
With at least 3-5 years' experience in Finished Goods Warehousing
Good Analytical and organizational skills.
Flexible and can work with less supervision","Virginia Food, Inc. Processing Plant, Cogon, Compostela, Cebu",501-1000 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433715/cebu/warehouse-supervisor?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
Job ID: 433716,System Implementation Specialist,N/A,No Experience,"Virginia Food, Inc.","Facilitate the implementation of automated systems such as Warehouse Management System, Order Management System, Transport Management System, etc.
Graduate of Bachelor’s Degree in Industrial Engineering, Accounting/Management Accounting/Business Administration/ Management/Marketing or any related courses
Proficient in Microsoft applications
Excellent in oral and written communication
With good scholastic records
With good analytical and organizational skills
Willing to extend beyond the normal working schedule","Virginia Food, Inc. Processing Plant, Cogon, Compostela, Cebu",501-1000 employees,"Posted On: July 31, 2023",https://www.mynimo.com/jobs/view/433716/cebu/system-implementation-specialist?location=cebu&is_overseas=false&category=Accounting%20%2F%20Finance&category_name=accounting-finance&level&tab=cebu
